,body,length
463,"A hire purchase agreement is drawn up and signed by you (the hirer) and on behalf of the owner (the finance company). If there is a retailer involved, for example, a garage, it also signs the agreement and supplies the items in question. The hire purchase must include: The item covered under the agreement, for example, a car or computer. The cash price of the item. The hire purchase price. This is the total amount you will pay over the     life of the loan. The hire purchase price is the monthly payment or     instalment multiplied by the number of instalments which you have to   make. The amount of each instalment you have to pay. Sometimes the final     instalment is much larger than all the others (a balloon   payment ). The date you must pay each instalment. The names and addresses of all the parties to the agreement. A statement that you have the right to withdraw from the agreement within     10 days of receiving a copy of the agreement. This is known as a cooling     off period. Often you are asked to give away this right by signing a     waiver. You do not have to sign this waiver. A statement that you must tell the owner (finance company) of the     locations of the item. The words ""Hire Purchase Agreement"" which must be stated clearly and in a     prominent place on the agreement form. The fees, charges, and penalties that apply. The Annual Percentage Rate (APR) charged (for agreements made since 16     May 2022). Unless all of these requirements are contained in the agreement, the agreement may not be legally enforceable. You should try to take some time to read all the terms of the agreement and make sure you understand these fully before you sign up.",1691
464,"You can end the agreement at any time by giving notice in writing to the owner of the goods (the finance company). This is a legal right under the Consumer Credit Act 1995. You should be aware that breaking a hire purchase contract before its normal end date usually involves penalties. You have two options: Buy the item earlier than planned. You can own the item     by paying the difference between the amount already paid and the total hire     purchase price. There is usually a reduction on the overall amount due as     you are paying the loan off earlier than planned. This reduction is     calculated using a recognised formula for early loan repayments. However,     the amount of any reduction is relatively small. Return the item to the owner and pay half the amount of the total     hire purchase price (if the total of instalments already paid have     not reached that amount). This is called the half-rule . You do not     have to pay half the hire purchase price immediately. If you have not paid half the hire purchase price you can still return the item. However, you will still owe the difference between the payments you have made and half the hire purchase price. If you have already paid more than half of the total hire purchase price, you will owe any arrears due up to the date of termination. You may have to pay damages for failure to take reasonable care. The finance company may issue a notice of costs, but you should try to get your own estimate before handing back the goods. Take photographs of the goods before handing them over. If you sign any paperwork, make sure it says ‘Statutory Termination’ and not ‘Voluntary Surrender’ because different calculations will usually be used to work out how much you owe. The CCPC has more information about the half rule and cancelling a HP agreement . Ending an agreement using the half rule may not always be the best solution. Contact MABS to talk through your options.",1947
465,"The finance company can only repossess (take back) the item under certain conditions: If you are in arrears and have not yet paid off one-third of the total     hire purchase cost, the owner can repossess the goods at any time without     taking legal action against you. They must send you a default     notice first and give you at least 21 days to put things right, unless     a court says they do not have to. If you have paid one-third or more off the total hire purchase cost, the     owner cannot repossess the goods without taking legal action. Any deposit that you pay at the start of the agreement or the value of any trade-in, for example, is taken into account in calculating one third of the cost. If this one-third rule is breached by the owner, you are entitled to end the agreement and can ask for a refund of all payments made. The CCPC has more information about the one-third rule (pdf) and you can contact MABS for free and confidential advice.",964
466,"Anything you buy under a hire purchase agreement must comply with the Sale of Goods and Supply of Services Act 1980 and be: Of merchantable quality - this means of reasonable and acceptable     standard, taking into account other factors such as durability and   price Fit for the purpose you bought it for As described, whether the description is part of the advertising or     wrapping, on a label or something said by the salesperson If the item hired under a HP agreement are or become faulty, both the retailer and the owner (finance company) are responsible. You can claim against either party in this situation. You cannot claim against the manufacturer of the item. If you return the defective item, you are entitled to a refund of any instalments paid. Consumer rights in this situation are the same as if the item was bought outright. A guarantee under a hire purchase agreement applies in the same way as if items were bought outright. The manufacturer makes the guarantee. If there is a fault with the item, you can choose to have the item repaired under the guarantee or to seek a full refund or exchange from the owner. Under a hire purchase agreement, you have a duty to take reasonable care of the hired item. If you damage the item and return them to the owner or finance company, they can send you a bill for repairs.",1335
467,"If you would like independent information or help in understanding any of the terms and conditions of your hire purchase (or any other loan) contract, you can contact the CCPC . If you would like free and confidential advice about HP debt, contact MABS . If you want to make a complaint about a HP agreement, you should first address your complaint to the finance company. If you are not satisfied with their response, you can make a formal complaint to the Financial Services and Pensions Ombudsman (FSPO) . The FSPO has the power to award you compensation where your rights have been breached, or where there is evidence of unfair treatment. You do not have to accept the solution recommended by the Ombudsman. You are entitled to look for redress by taking legal action against the finance company.",801
468,,0
469,,0
470,"The It Makes Sense loan (also known as the Personal Microcredit Scheme) is a small credit union loan at a low interest rate for people who are getting a social welfare payment. The scheme aims to reduce dependence on moneylenders that charge very high interest rates. You can apply to borrow between €100 and €2,000. A maximum interest rate of 12% (12.74% APR ) will apply. If you are not a member of your local credit union , you can join and apply immediately for an It Makes Sense loan.",489
471,"You can apply for an It Makes Sense loan if you: Are aged over 18 Are getting a social welfare payment Agree to repay the loan through the Household     Budget Scheme if you get your social welfare payment at a post   office If your social welfare payment is paid into a bank or credit union account, you must repay the loan by standing order or direct debit. Check with your credit union whether it provides this option. You can apply for a loan for any purpose, including to repay an outstanding debt.",503
472,"You apply for an It Makes Sense loan through your credit union. If you are not a member, you will need to apply to join. Not all credit unions take part in the scheme – view a list of participating credit unions where you can apply. The scheme rules may differ between credit unions. For example, some credit unions may offer loans at lower amounts or ask a member to save for a certain amount of time before applying for a loan. Contact your credit union for details. Joining the credit union If you are not already a member of the credit union you will need to provide: Proof of your identity – for example, a current passport or driving     licence Proof of your address – for example, a recent household bill or a     recent document issued by a government department Your PPS     number Applying for an It Makes Sense loan If you collect your weekly social welfare payment at the post office, when you apply for the loan you need to bring 2 consecutive social welfare slips (from within the previous 4 weeks). If you get your social welfare payment into a bank or credit union account, you need to bring recent statements for the account. Check with the credit union how many statements you need to bring. Your local credit union can help you fill out a loan application form. The credit union will decide whether to grant a loan and the amount of the loan.",1362
473,"You must repay your loan each week from your social welfare payment through the Household Budget Scheme or, if your credit union agrees, by direct debit or standing order from your bank or credit union account. The maximum deduction from your payment that is allowed under the Household Budget Scheme is 25% of your weekly social welfare payment. This includes any other deductions that you may already have under the Household Budget Scheme (for example, for rent or for household bills). The maximum interest rate you will be charged for an It Makes Sense loan is 12% a year (12.74% APR).",590
474,"A moneylending loan is a type of loan that is for a short time and at a high cost. Using a moneylender is one of the most expensive ways to borrow money. Moneylending loans are generally: For small amounts compared to other types of loans For a short length of time (called the term of the loan) At a high rate of interest compared with other loans available There are other types of loans available that are cheaper. Banks and credit unions, for example, are not moneylenders.",477
475,"Moneylenders must have a licence to offer moneylending services in Ireland. The Central Bank of Ireland regulates moneylenders . It is responsible for issuing moneylending licences and it sets the rules that moneylenders must follow. Since November 2022, the legal term for licensed moneylenders is high cost credit providers and their loans are called high cost credit . You should only borrow from a moneylender that is licensed. This protects you and your money from predatory lenders or bogus websites. If you are not sure whether a moneylender is licensed, you should check the Central Bank’s Register of High Cost Credit Providers . Illegal or unlicensed moneylending It is against the law to offer moneylending services without a licence. The Gardaí can take legal action against illegal moneylenders. If found guilty, they can be fined or sent to prison, or both.",871
476,"Adverts for high cost credit loans must: Include clear warnings that the loan is a high cost product Tell you to consider alternative loans from other lenders High cost credit providers must: Give you additional key information before and after you take out a loan     and if you take out subsequent loans Tell you the total amount of repayments you owe if you have more than one     loan with the same moneylender Give you contact details for MABS before     you take out the loan Not offer you a new loan if you have just repaid an existing loan Not give you a discount that requires you to take out a loan (for     catalogue moneylenders) Moneylending agreements An agreement with a licensed moneylender is called a high cost credit agreement if any of the following apply: The agreement or negotiations (or both) were made away from the business     premises of the moneylender Under the agreement, you make your repayments at any place except the     business premises of the moneylender The agreement has an APR     (annual percentage rate) of 23% interest or higher A high cost credit agreement must: Be in writing and include the names and addresses of you and the   lender. Show the total amount loaned, the rate of interest and the total amount     payable (the cost of credit ). The lender cannot add any other     charges, such as administrative costs. Tell you about your right to a 10-day ‘cooling-off’ period – the     right to withdraw from the loan. If you give up this right, you must sign a     separate part of the form stating this. You must get a repayment book, separate to the lending agreement. It may be on paper or online. The repayment book: States the total amount of the loan and the total number of repayments   due Must note the amount and date of each repayment you make",1803
477,"Many moneylenders collect loan payments in cash each week. They cannot charge you for home collection. Some moneylenders allow you to pay by direct debit. Moneylenders must: Give a written authorisation to any agent sent to your house to collect     payment. This is usually an ID card. The agent is only allowed to collect     repayments and cannot start or agree to new loans. Only call to your home from Monday to Saturday between 10am and 9pm. If     you have agreed in writing beforehand, they may make the collection between     8am and 10am. Not contact you on Sundays or public holidays and they must not contact     your employer or your family without your written permission. Under Section 11 of the Non-Fatal Offences Against the Person Act 1997 , it is an offence to demand payment of a debt in a way designed to alarm, distress or humiliate. This includes blackmail and extortion. (Extortion means using intimidation or the threat of violence to obtain money, information or anything else of value from another person.) Read more about debt collection .",1067
478,"A loan from a moneylender will usually have a higher interest rate than a loan from a credit union or a bank. As with all loans, you should look at the total cost of the loan. That is, the amount of extra money you will have to pay back that is over and above the amount of the original loan. For high cost credit agreements made since 14 November 2022, there is a maximum term and maximum rate of interest allowed for a loan. Loans can be for a maximum term of 52 weeks. The maximum interest rate is: 48% per year or 1% per week If the credit is provided as a running account, it can be for more than 52 weeks and the maximum interest is 2.83% per month. Moneylenders are not allowed to charge any extra interest or charges above what they are licensed to charge and what they have stated they will charge at the start of the loan. Moneylenders are not allowed to offer you top-up loans or a second loan to pay off the first loan, as this would place you further in debt. They are also not allowed to take an amount from the overall loan and treat it as a first repayment.",1073
479,"If you are struggling to pay back a loan, you should contact the lender as soon as you can. If you cannot sort out the problem directly with the lender, you can get help by contacting MABS (the Money Advice and Budgeting Service ). MABS is a free and confidential service for people with debt or money management problems. The lender can take legal action against you, if you do not pay instalments due under the lending agreement. They must: Give you 21 days’ written notice that they will take legal action Give an estimate of the legal costs you may have to pay Give you 21 days to pay the instalments before legal action can begin If you repeatedly miss repayments during the term of the loan, the lender may get permission from the courts to start legal action immediately, without waiting 21 days.",803
480,"If you have a complaint about a moneylender, you should first discuss your complaint with the lender. If, after following their complaints process, you are still not satisfied with the response, you can refer the complaint to the Financial Services and Pensions Ombudsman (FSPO) . The FSPO is an independent, statutory body that can investigate your complaint. You can read more in our document on how to complain about a financial services firm . The Central Bank also has an Explainer: How do I complain about a financial services firm?",538
481,The Central Bank of Ireland has information for high cost credit providers including information on legislation and regulatory requirements and guidance . It also provides Frequently Asked Questions for high cost credit providers .,231
482,"If you have a current account, your bank may agree to let you use an extra amount of money when you have no money in your account. This is called an overdraft. The bank agrees to loan you a certain amount for a time and you can continue spending up to that limit. You will have to pay back what you spend from your overdraft, plus interest. Interest rates on an overdraft can be high, but you only pay interest on the amount you use.",433
483,"Before you can use an overdraft, you should apply to your bank to make an overdraft available on your current account. If the bank decides that you will be able to repay an overdraft, it can make the option available on either a short-term or longer-term basis. There will be a limit to the amount of the overdraft. How much of an overdraft you get, if any, usually depends on how well you have managed your account in the past. For example, the bank will check whether you pay your bills regularly and pay off your credit card debt every month. If you have a bad credit history , you may find it difficult to get an overdraft. The bank will set a time limit for the overdraft to be fully repaid. The overdraft is paid back to the bank when money is put into your account. If you do not repay the overdraft in the agreed time, it can affect your credit history and make it harder to get loans or overdrafts in future. What if I can’t pay back an overdraft? Ask the bank for more time to pay back what you owe. The bank is likely to agree to a time extension if you have paid off your debts in the past. If you still cannot pay back the overdraft and are getting further into debt, contact MABS (the Money Advice and Budgeting Service ). MABS will help you work out how much money you can afford to pay back per month. It will then contact the bank for you. MABS will arrange with the bank that you will pay back a certain amount every month until the debt is cleared. MABS offers this service free of charge.",1508
484,"Many banks charge a fee for setting up an overdraft and an annual fee (called a renewal fee) for continuing it. You pay interest on the amount you owe at any one time, not on the total overdraft limit available to you. The interest rate on overdrafts is usually a little higher than the rate charged on personal loans and can range from about 11% to about 15%. The rate can change. If you go over your agreed overdraft limit, you may have to pay surcharge interest.",465
485,"Contact your bank or building society to apply for an overdraft. You may be able to apply online, by phone, or by filling out a printed application form.",153
486,"Your credit history is information about your loans. It includes details such as: The type of loans The amount of the loans The outstanding amount Any missed payments This information is listed in a credit report. Credit reports are available for lenders (such as banks and credit unions) to check when they are considering applications for loans. Credit reports are held by the Central Credit Register (CCR). The Central Credit Register does not give a credit score or credit rating. Your lender decides on your loan application based on their own lending policy. You can request a copy of your own credit report online or apply by post. If you are applying for an overdraft, mortgage, credit card or other type of loan, you can check your credit report before you apply. It can help you spot any missed payments you are not aware of or mistakes in your credit report. You can get incorrect information corrected. You also have the right to add a statement to your credit report to explain any special circumstance. This page outlines how lenders use your credit record, what information is on it and how you can check it.",1123
487,"When you apply for a loan or other type of credit, such as a credit card, overdraft, hire purchase or personal contract plan (PCP), the lender can use your credit history when deciding whether or not to lend to you. The information on your credit report can be used to decide: Whether to lend to you How much to allow you to borrow How much interest to charge you Lenders may check your credit report when you: Apply for a new loan Apply to have your existing loan restructured Have arrears on an existing loan Have gone over the limit of a credit card or overdraft Under EU law , lenders must assess your creditworthiness before agreeing to give you a loan. Creditworthiness means your ability to repay the loan. This assessment must be based on the information you provide as part of your loan application, and also on the information in your credit report. When you apply for a loan, the lender must check the Central Credit Register if the loan is for €2,000 or more. Lenders can also check the Central Credit Register if the loan application is for under €2,000 or: You have requested a re-structure of an existing loan There are arrears on an existing loan or a breach of a limit on a credit     card or overdraft Your consent is not required for lenders to check the Central Credit Register. Separately, you may be required to give the lender permission to check your credit history on another database. Usually, this consent is part of your contract or agreement when you first apply for a loan, so you may not notice that you are giving consent. What happens if you are refused a loan? If you are refused a loan because of information in your credit report, the lender must tell you this. This applies to personal consumer credit agreements for amounts between €200 and €75,000. It does not apply to mortgages.",1819
488,"The Central Credit Register provides credit reports to borrowers and lenders. It is a database that stores personal and credit information on loans of €500 or more. It is operated by the Central Bank of Ireland. The Central Credit Register started to record loans from 30 June 2017. It keeps a record for 5 years after the last payment for a loan is made. The Central Credit Register does not decide whether you get a loan. Lenders use the credit report to assess your loan application before making a decision. They may also take into consideration your income and expenses, such as rent and utilities. Different lenders have different criteria for approving loans. The Irish Credit Bureau The Irish Credit Bureau (ICB) provided a credit rating service until 30 September 2021. It was a private organisation owned by its members, mainly financial institutions. The ICB deleted its records after it stopped providing the service. What information is on the Central Credit Register? Loans for €500 or more are included on the Central Credit Register. From June 2017, it includes: Credit cards Mortgages Overdrafts Personal loans From 31 March 2018, it includes: Local authority loans Moneylender loans Business loans From 30 June 2019, it includes: Hire purchase agreements Asset finance Personal contract plans (PCPs) What loans are not included? The following information is not included on the Central Credit Register: Utility bills Pawnbrokers’ records Income and salary information Courts Service records – such as information about instalment orders or     attachments of earnings Insolvency Service of Ireland records (such as information about debt     relief notices, personal insolvency or bankruptcy) Deposit accounts Tax liabilities What information about me is held on the database? Personal information on the database includes your: Name Date of birth Current and previous addresses Personal public service number (PPSN) Gender Eircode Telephone number Credit information includes: Type of loan (for example, credit card, mortgage, overdraft, personal     loan) Name of the lender Amount of the loan Outstanding balance Number of overdue payments, if any Date of next payment Amount of next payment",2212
489,"You can request your credit report free of charge at any time (a limit may be put on excessive free requests). You can go to the Central Credit Register website to see a sample credit report and explanation of terms (pdf) . Is there a rating or score on my credit report? Credit scoring or credit rating is a technique which summarises your credit status at a particular point in time. The Central Credit Register does not score or grade credit reports. Your lender will make a decision on your loan application based on their own credit policy. Who else can access my credit report? Only lenders can access your credit report. No-one else, such as employers or landlords, can access your credit report on the Central Credit Register without your consent. How do I know who has looked at my report? Your credit report shows each time a lender has viewed your information and the reason they did so. This is called a ‘footprint’. It means that you know who has looked at your credit report and when. Request a change to your credit report If you believe there is inaccurate, incomplete or out-of-date information in your credit report, you can apply to amend the information held on the Central Credit Register (pdf). You can get more information in the factsheet How to request an amendment to information on my credit report (pdf) . If you believe you have been impersonated by another person, you can place a notice of suspected impersonation on your report. Add a statement to your credit report You can add a personal statement to your credit record to clarify it (pdf) . This is known as an ‘explanatory statement’. For example, if you have had significant expenses due to relationship breakdown, bereavement, illness or another cause, you may add these details to your record. The statement must be factual, relevant to the information in the credit report, and under 200 words. It should not contain information that could identify another individual (such as their name or workplace). The statement is added to your credit report and it can be viewed when your data is accessed. However, lenders do not have to take your statement into account when assessing you for a loan. COVID-19 payment breaks Up to 30 September 2020, lenders could grant a payment break of up to 6 months for businesses and personal customers, due to COVID-19. If you agreed a COVID-19 payment break with your lender, it will not be identified on your credit report and no missed payments will be shown.",2484
490,"You can get a copy of your credit report by applying online to the Central Credit Register or by email or post. As part of the application, the Central Credit Register will need proof of your identity: your name, address and Personal Public Service Number (PPSN). This is to make sure your data protection rights are protected. If you are applying by email, you must print, sign and scan your completed application form and then attach it (with scanned copies of your identification documents). If you are applying by post, you will need to enclose proof of your identity with your signed application form.",606
491,,0
492,"A pension is a long-term savings plan that you can use to build up a fund to give you pension payments when you retire from work. You can get tax relief when you pay into your pension . There are different types of pensions: Occupational pensions are provided by your employer Personal pensions, also known as private pensions, are provided by a life     assurance or investment provider For information about social welfare pensions, read about income supports for older people .",480
493,"An occupational pension is a pension provided by your employer. They are also known as company or employers’ pension plans. Occupational pension schemes provide a regular income after retirement. Some also give you a lump sum payment when you retire. In a defined contribution scheme, the contributions you make are set and the benefits you get depend on the amount of the contributions you make. In a defined benefit scheme, the benefit you are entitled to is set in advance. It could, for example, be linked to your length of service. Read more about occupational pensions",574
494,"You may prefer not to join an occupational pension scheme, or you may not have the option to (for example, if you are self-employed or your employer does not offer such a scheme). In these cases, you can save for retirement by choosing a different type of pension plan. These are normally known as personal pension plans or private pension plans and are managed by a life assurance or investment company. The two main types of personal pension plan are called RAC and PRSA: Retirement Annuity Contract (RAC) is the formal name for what is commonly     called a personal pension and is a type of insurance contract A Personal Retirement Savings Account (PRSA) is like an investment     account that you use to save for your retirement If your employer offers a PRSA rather than an occupational pension, they must deduct contributions from your salary and send these payments to the PRSA provider. The employer may also contribute to the PRSA but does not have to do so. Read more about personal pensions and PRSAs .",1014
495,"Occupational and personal pensions are independent of the social welfare pension system (which includes a contributory State Pension and a non-contributory State Pension ). However, it is common for occupational pensions to take into account the level of social welfare pension received in calculating the level of benefit. For example, some schemes provide for a benefit, which, taken together with the social welfare pension, will give you a half or two-thirds of your final salary. These schemes are sometimes called integrated or co-ordinated schemes.",555
496,"The Pensions Authority is the regulatory body for occupational pension schemes and Personal Retirement Savings Accounts (PRSAs) and certain Retirement Annuity Contracts (RACs). It is responsible for overseeing the proper administration of pension schemes and the protection of pension rights. The Financial Services and Pensions Ombudsman is the body responsible for dealing with complaints against the providers of these pensions. For more information, read making a complaint about your pension.",497
497,Information about your own scheme is available from the trustees of the scheme. Information on pensions and your rights is available from the Pensions Authority .,162
498,,0
499,"An occupational pension is a pension provided by your employer. They are also known as company or employers’ pension plans. Occupational pension schemes provide a regular income after retirement. Some also give you a lump sum payment when you retire. There is no legal obligation on employers to provide occupational pension schemes for employees. In general, large employers in Ireland have occupational pension schemes, but many smaller employers do not. If your employer does not have an occupational pension scheme, they must give you access to a type of pension plan called a Personal Retirement Savings Account (PRSA) . Each pension scheme has its own set of rules. Pension schemes are generally regulated by the Pensions Authority. Members of schemes have certain rights, for example, to information about their pension. You can get tax relief on contributions to pension schemes .",888
500,"Occupational pension schemes may be: Contributory or non-contributory Funded or unfunded Defined benefit, defined contribution or a hybrid of both Contributory In contributory schemes, both you and your employer pay contributions towards the scheme. In non-contributory schemes, you do not contribute but your employer does. Funded schemes Most occupational schemes are funded – the contributions are put into a designated fund and the benefits are paid from that fund. The most notable exception is the public service pension arrangement, where there is no fund and benefits are paid out of current government funds. Defined benefit and defined contribution In a defined contribution scheme, the pension contributions you make are set and the benefits you get depend on the amount of the contributions you make. In a defined benefit scheme, the benefit you are entitled to is set in advance. It could, for example, be linked to your length of service. Occupational pension schemes can offer aspects of both defined benefit and defined contribution schemes. These are known as hybrid schemes. This means that you can predict a certain amount of income, as in a defined benefit scheme, and the remainder may vary as it will be subject to defined contribution rules.",1264
501,"A defined contribution scheme is where the contribution is fixed by agreement but the benefits are based on the value of the fund built up from the contributions. The value of the fund may change over time. This means that you do not know the amount of pension you will get. Both you and your employer pay regular contributions, normally a fixed percentage of your salary. This money creates a pension fund, which is normally invested to ensure that its real value is not reduced by inflation. Your pension fund at retirement may be worth less than the total value of your contributions, because: Investment performance may fall as well as rise Management fees are paid to the person or company managing the pension     fund",724
502,"A defined benefit scheme is where the benefit entitlement you get when you retire is defined by reference to your earnings, your length of service, an index, or a fixed amount. This means that you know in advance that your pension will be, for example, half of your final salary if you have 40 years’ service or that it will be a certain amount each week. In defined benefit schemes, the contributions may have to be varied from time to time to make sure that the fund can meet the level of benefits. Some schemes allow the employer to top up the fund if necessary. Rules on wind-up of defined benefit schemes When a defined benefit pension scheme is being wound up, its assets are distributed in a specific order of priority . If the scheme is fully funded then all liabilities are met, which means you will get the pension you expected from the scheme. If the pension scheme is underfunded or insolvent, then people with a lower order of priority do not get what they expected from the scheme. These rules differ depending on whether or not the employer is solvent. Single insolvency order – if the employer is solvent This order applies where the defined benefit scheme is insolvent but the employer is solvent. The first priority to be paid is additional voluntary contributions and defined contribution benefits. The second priority is the pensions payable to current pensioners but there are now limits on the amounts to which priority is attached as follows: The first €12,000 annually of pension 90% of pensions between €12,000 and €60,000 with a minimum of     €12,000 80% of pensions over €60,000 with a minimum of €54,000 The next priority is 50% of the pensions of future pensioners. After that, the priority is: The remaining pension of current pensioners Remaining pensions of future pensioners Any other remaining benefits This means that existing pensioners could have their current pensions reduced. Pensions under €12,000 may not be reduced. The maximum reduction is 10% of pensions under €60,000 (but they cannot be reduced to less than €12,000) and 20% of pensions over €60,000. Double insolvency order – if the employer is insolvent The priority in the winding up of a defined benefit pension scheme where the employer is insolvent is as follows: Additional Voluntary Contributions (AVCs) and defined contribution     benefits 50% of current pensioner and future pensioner benefits Pensioner benefits up to €12,000 a year Remaining benefits for current pensioners Remaining benefits for future pensioners Where the scheme does not have enough funds to pay 50% of pensioner and future pensioner benefits and pensioner benefits up to €12,000 a year, the Minister for Finance must provide the necessary funding.",2729
503,"Occupational and personal pensions are independent of the social welfare pensions ( which include the contributory and non-contributory State Pension). However, it is common for occupational pensions to take into account the level of social welfare pension received in calculating the level of benefit. For example, some schemes provide for a benefit, which, together with the social welfare pension, will give you a half or two-thirds of your final salary. This may be done when you start to receive your pension but your occupational pension may not be subsequently reduced because your social welfare pension is increased.These schemes are sometimes called integrated or co-ordinated schemes.",695
504,"You may prefer not to join an occupational pension scheme, or you may not have the option to do so (for example, if you are self-employed or your employer does not offer such a scheme). In these cases, you can save for retirement by choosing a different type of pension plan. These are normally known as personal pension plans or private pension plans and are managed by a life assurance or investment company. The two main types of personal pension plan are Personal Retirement Savings Account (PRSA) and Retirement Annuity Contract (RAC). If your employer offers a PRSA rather than an occupational pension, they must deduct contributions from your salary and send these payments to the PRSA provider. The employer may also contribute to the PRSA but does not have to do so. You can be a member of an occupational pension scheme and also arrange a personal pension. However, it may not be possible to claim tax benefits for both. You cannot contribute to an occupational pension scheme and a personal pension arrangement at the same time for the same employment. However, you can make a personal pension arrangement for earnings from another employment or from self-employment. You can read more information in our documents on personal pensions and PRSAs .",1258
505,"The Pensions Authority is the regulatory body for occupational pensions. Occupational pension schemes must register with the Authority. Read more about the Pensions Authority . The Financial Services and Pensions Ombudsman is the body responsible for dealing with complaints against pension providers and regulated financial service providers. For more information, see making a complaint about your pension . The Pensions Authority publishes information leaflets on the pension laws. It provides information to members of pension schemes about your rights under the legislation. If you have a complaint, the Authority will advise you about your rights. If necessary, the Authority has extensive powers to inspect the scheme's books and records, to enter premises and to require people to give explanations. It may apply to the High Court to have pension scheme trustees replaced in order to protect the interests of the members. Some of the most important rights you have as a member of a pension scheme are the right to information and the right to be involved in the scheme. The right to information The trustees of the scheme must provide information to members, prospective members, their spouses, people entitled or prospectively entitled to benefits under the scheme and to representatives of trade unions. You are entitled to get information about the scheme, about how it is administered, what rights you have and what obligations you have. The trustees must tell you if more than 5% of the scheme's assets are invested in the employer's business or in any one investment. The right to be involved in the scheme In certain cases, you are entitled to be involved in the selection of trustees. This is the case if your scheme has 50 or more qualified members or 12 or more qualified members of a directly invested scheme. A qualified member is a member of the scheme currently in employment or a pensioner, but does not include a member who is covered only for death in service or a non-member (e.g. a dependant) who is receiving benefits from the scheme. Members can elect half the total number of trustees (excluding the chairperson), subject to a minimum of two.",2172
506,"Pension schemes can set their own rules about contributions and benefits. However, there are some rules set out in legislation which they must follow. Preservation and transfer of benefits There are specific rules about what happens if you leave the pension scheme, for example, if you change jobs or you become self-employed or retire early without a pension. Your benefits from the pension scheme may be preserved within the scheme or transferred to another scheme. If you have at least 2 years service, you are entitled to a preserved benefit if you leave before the normal retirement age. A preserved benefit means that you get a pension when you reach the scheme's normal retirement age. You can also ask the trustees to transfer your pension rights to a new pension scheme. Find out more about the preservation and transfer of benefits . Funding standards The trustees must meet the minimum standards of funding for funded occupational schemes. Providing for dependants Pension schemes usually have benefits for you when you retire and for your widowed spouse and dependent children after your death. Not all schemes have arrangements for dependants. The maximum benefit that can be provided for a spouse or dependent is now 100% of the pension. Some schemes may allow you to designate the person who should benefit under the scheme so it is possible, in some cases, to nominate a person other than a spouse.",1414
507,Information about your own scheme is available from the trustees of the scheme. Information on pensions and your rights is available from the Pensions Authority .,162
508,"The Financial Services and Pensions Ombudsman (FSPO) has the power to investigate and decide on complaints about occupational pension schemes , Personal Retirement Savings Accounts (PRSAs) and Retirement Annuity Contracts (RACs) . The Ombudsman has the power to give any directions necessary to resolve the complaint or dispute. It can give financial compensation (redress) but this cannot exceed the actual loss of benefit under the occupational pension scheme, PRSA or RAC. The Ombudsman does not have the power to award legal costs. All decisions made by the Ombudsman are binding between the parties. Either party has a right to appeal the decision to the High Court .",672
509,"Various people can make pensions complaints to the Financial Services and Pensions Ombudsman. You may be: A member, an external member or a former member of a pension scheme A dependant of a member who has died A contributor to a PRSA A personal representative of a member or contributor who has died A widow, widower or surviving spouse or civil partner of a member or     contributor who has died A person with an entitlement under a scheme",442
510,There are certain time limits for bringing cases to the FSPO. These are: 6 years from the date of the act that has given rise to your complaint or     dispute 3 years from the date that you became aware of or should have become     aware of the Act The Ombudsman has discretion to consider a complaint or dispute outside these timeframes but cannot go back further than 13 April 1996.,384
511,"There is no charge to bring a complaint to the FSPO. If you choose to hire a solicitor or other professional to bring a complaint to the FSPO on your behalf, then you will have to pay their fees. If you appeal the Ombudsman’s decision to the High Court and you are not successful, you may have to pay all the legal costs.",321
512,"If you have a complaint or dispute, you should first complain to the provider . It should have a complaints handling process called an Internal Disputes Resolution (IDR) procedure. The FSPO cannot investigate the complaint or dispute until it has gone through that procedure and a final response is issued. You must give the pensions provider 40 working days to respond to your complaint. If they do not resolve your complaint, they must give you a final response letter, setting out the steps they have taken. After 40 working days, if your complaint has not been resolved and you have not received a final response letter, you can then ask the FSPO to follow up on your behalf to get a final response letter. If your complaint to the provider is not resolved If you are not satisfied with the outcome when you receive the final response letter, you can refer your complaint back to the FSPO. They will then deal with the complaint either informally (using mediation) or formally . There is a standard complaint form that you must use to make your complaint to the FSPO. You can either complete the form online or you can contact the FSPO for a complaint form to complete by post. Information on the steps involved is available in a 3-step guide on how to complain to the FSPO . You should enclose copies of all relevant documents and correspondence, including any correspondence with your pension scheme, employer or administrator. Decision of the FSPO The FSPO will review the information submitted by both parties and make a decision. If it upholds a complaint, it may direct the pension provider to rectify the problem or pay you compensation, or both. If it does not uphold your complaint, it will not direct any action. The FSPO's decision is binding on you and the pension provider and can only be appealed to the High Court.",1833
